index,r,age,start_year,num_years,mortality,fertility,productivity,NPV_100,GDP_20
4119,0.084977477,65,10,10,7.041643688,2.619571032,5.518758798,4.373741893,8.747483786
4120,0.071807142,65,10,10,8.904273244,8.459381508,9.474432976,8.852875296,17.70575059
4121,0.077349456,65,10,10,9.132196766,8.3197084,9.116397821,8.721212899,17.4424258
4122,0.018896751,65,10,10,2.48994303,6.42171199,2.082628789,4.333633238,8.667266476
4123,0.095330867,65,10,10,8.375883779,9.507232437,9.468808695,9.269435583,18.53887117
4124,0.052397682,65,10,10,8.181434259,6.810404704,3.858068017,6.198909609,12.39781922
4125,0.021517465,65,10,10,0.841012976,3.127706216,0.617574763,1.917328132,3.834656264
4126,0.05665274,65,10,10,9.914172342,1.357650839,9.619799434,5.547599718,11.09519944
4127,0.085437599,65,10,10,4.604675126,8.253747177,7.892970644,7.415699807,14.83139961
4128,0.058165727,65,10,10,4.855811757,4.526248677,3.766038063,4.364098109,8.728196218
4129,0.088187332,65,10,10,8.42152881,3.624364306,8.943705341,6.179599517,12.35919903
4130,0.006054428,65,10,10,6.617791184,3.005469737,8.614021893,5.410499673,10.82099935
4131,0.064503516,65,10,10,2.643498159,0.714154041,7.900931744,3.256056176,6.512112351
4132,0.01094951,65,10,10,1.319435786,1.483290634,0.683894248,1.210700748,2.421401497
4133,0.065947583,65,10,10,3.352883482,1.585582745,3.249568198,2.438238528,4.876477056
4134,0.069476498,65,10,10,0.551114286,2.539366888,6.114824723,3.214353718,6.428707436
4135,0.050312471,65,10,10,0.653152647,4.412507488,4.870646525,3.798078231,7.596156462
4136,0.037041835,65,10,10,4.379847891,4.213900731,3.490765832,4.030149693,8.060299387
4137,0.075515506,65,10,10,4.009164649,1.339023659,9.182211421,4.226008186,8.452016371
4138,0.040606498,65,10,10,9.194607515,1.236672741,5.360900152,4.065527919,8.131055838
4139,0.066321407,65,10,10,2.294626533,3.273485646,3.289197085,3.082427255,6.16485451
4140,0.084431818,65,10,10,2.5720411,4.164178569,3.943856056,3.779654321,7.559308642
4141,0.014622614,65,10,10,1.573683334,2.50232074,2.632499597,2.355646916,4.711293832
4142,0.097528594,65,10,10,0.397642708,7.365303415,4.089640116,4.989072284,9.978144568
4143,0.056638271,65,10,10,7.588502504,6.554824601,3.433465242,5.825152374,11.65030475
4144,0.092242509,65,10,10,4.715420465,6.822027657,3.413596202,5.378176782,10.75635356
4145,0.095991699,65,10,10,8.193393393,9.26182926,9.603156565,9.150540278,18.30108056
4146,0.057746524,65,10,10,5.352492507,7.428729577,8.747580936,7.409137571,14.81827514
4147,0.070855892,65,10,10,3.703073428,6.595507483,0.29588103,4.127132736,8.254265473
4148,0.001427416,65,10,10,1.237513756,0.90410772,1.381022867,1.113863471,2.227726943
4149,0.048953327,65,10,10,7.960616056,5.788833859,9.439679926,7.318444119,14.63688824
4150,0.058106901,65,10,10,4.858537399,8.487048787,3.528338637,6.273733464,12.54746693
4151,0.068734516,65,10,10,9.540299383,6.671754565,8.740329476,7.866036002,15.732072
4152,0.003897431,65,10,10,2.505584295,7.923502233,2.121945437,5.099451606,10.19890321
4153,0.015502589,65,10,10,9.619421857,8.977828259,8.026988077,8.820894924,17.64178985
4154,0.038397026,65,10,10,3.441879797,2.317354385,4.522624422,3.203840478,6.407680957
4155,0.015719848,65,10,10,6.611407889,5.312901638,0.930113305,4.257766389,8.515532777
4156,0.04666716,65,10,10,2.967438431,9.540277235,6.65246913,7.359367042,14.71873408
4157,0.008563114,65,10,10,2.08866421,3.799605164,8.207468355,4.77977593,9.559551861
4158,0.055302229,65,10,10,2.416712957,5.322832456,6.661579649,5.143232714,10.28646543
4159,0.043705658,65,10,10,4.890835486,4.911395378,3.407224993,4.456032284,8.912064568
4160,0.077333963,65,10,10,7.56874819,0.265721271,9.838927129,4.598288412,9.196576825
4161,0.089470374,65,10,10,7.699075386,4.873946743,4.928309775,5.455281381,10.91056276
4162,0.069816447,65,10,10,9.055177985,3.564869088,8.080062285,6.017488826,12.03497765
4163,0.03356229,65,10,10,8.066811233,6.57661816,7.243846034,7.074825137,14.14965027
4164,0.094306734,65,10,10,7.75913569,1.058134581,0.546707848,2.244906783,4.489813565
4165,0.01831427,65,10,10,0.000504436,2.427935732,3.553153996,2.280014952,4.560029904
4166,0.068038029,65,10,10,0.734511191,6.455761953,6.268959084,5.25547094,10.51094188
4167,0.038068483,65,10,10,2.938488017,2.41785891,3.205228009,2.758195461,5.516390922
4168,0.077910776,65,10,10,9.953289326,2.986172509,2.715902289,4.298514807,8.597029613
4169,0.010183401,65,10,10,5.7114361,2.310080252,2.027832311,2.905677039,5.811354079
4170,0.03357881,65,10,10,8.212443742,9.271053815,2.523664883,7.035115121,14.07023024
4171,0.099954404,65,10,10,9.648403636,1.365425346,5.798093601,4.35182148,8.703642961
4172,0.022745458,65,10,10,5.82660964,6.862842931,8.505226464,7.148311333,14.29662267
4173,0.033969495,65,10,10,3.418625591,2.896266723,5.884914394,3.897332798,7.794665596
4174,0.003706633,65,10,10,8.701987121,4.362703711,0.433603183,4.051830235,8.103660469
4175,0.04826261,65,10,10,8.649041848,8.802893734,0.156978995,6.178348935,12.35669787
4176,0.038379358,65,10,10,3.22081758,2.625277579,2.87011049,2.817835453,5.635670905
4177,0.026245138,65,10,10,2.606021268,3.385713727,2.880770909,3.07829239,6.156584779
4178,0.075406404,65,10,10,7.919436597,9.453306434,8.358006821,8.817942583,17.63588517
4179,0.086767844,65,10,10,5.654717426,0.995533534,2.831912097,2.478283882,4.956567763
4180,0.002951397,65,10,10,8.469742098,0.797575743,3.747968185,3.217126747,6.434253493
4181,0.062922311,65,10,10,2.314640263,0.500101058,3.274164742,1.695228004,3.390456008
4182,0.040906377,65,10,10,6.007783973,4.164233833,6.085947316,5.109457906,10.21891581
4183,0.062280561,65,10,10,8.248774623,2.766013551,5.287337527,4.618962958,9.237925917
4184,0.06201305,65,10,10,2.20131853,2.26391362,4.630049368,2.961235327,5.922470653
4185,0.065777472,65,10,10,0.673560138,1.031332521,9.889912403,3.617352009,7.234704018
4186,0.055794211,65,10,10,0.132450171,8.369458409,0.26876918,4.291849993,8.583699986
4187,0.002901765,65,10,10,3.144568638,3.275978619,2.583524993,3.041960535,6.08392107
4188,0.024016231,65,10,10,5.338479884,7.723697807,3.040410705,5.841668092,11.68333618
4189,0.009729326,65,10,10,0.390684075,1.515150095,7.072757369,2.957539073,5.915078146
4190,0.065751073,65,10,10,4.361868316,3.497671665,1.718464596,3.136748875,6.273497749
4191,0.079681853,65,10,10,4.108530911,1.160208991,5.130295262,2.940899256,5.881798513
4192,0.07773603,65,10,10,9.249349955,9.197611194,4.804858487,7.890133134,15.78026627
4193,0.07547177,65,10,10,4.231034435,1.06535929,6.55199041,3.344483655,6.688967311
4194,0.026166019,65,10,10,1.664395067,9.501473478,8.960254031,7.771691962,15.54338392
4195,0.070584477,65,10,10,3.488154384,6.6593536,8.698362299,6.636816367,13.27363273
4196,0.039500524,65,10,10,4.961478261,6.158616104,4.020497567,5.277752974,10.55550595
4197,0.088136751,65,10,10,1.354360363,0.920594506,5.565797413,2.400908549,4.801817098
4198,0.042392131,65,10,10,9.826584233,0.545799229,7.242699698,4.41102637,8.822052741
4199,0.077556905,65,10,10,2.211404553,4.612432968,2.46831461,3.488991777,6.977983555
4200,0.07829859,65,10,10,1.491519962,3.374458641,8.543471859,4.54857487,9.097149741
4201,0.083951328,65,10,10,3.115957986,3.541569942,3.57527029,3.466557655,6.93311531
4202,0.035526728,65,10,10,5.971358105,7.872741687,3.300363564,6.120751533,12.24150307
4203,0.021722125,65,10,10,5.981939243,5.852026141,6.151637498,5.967892168,11.93578434
4204,0.071210842,65,10,10,2.787517559,2.876258589,3.123629551,2.932721672,5.865443343
4205,0.07436893,65,10,10,7.273237076,9.182251089,9.545814516,8.909517315,17.81903463
4206,0.016909232,65,10,10,4.104694747,4.146441379,3.42125887,3.9205373,7.841074599
4207,0.018525891,65,10,10,7.436877372,6.026856032,5.189503302,6.057654481,12.11530896
4208,0.020362546,65,10,10,3.997599406,1.966213744,4.602971521,3.163518209,6.327036419
4209,0.012834761,65,10,10,5.280605798,9.597745472,3.092239418,6.782665721,13.56533144
4210,0.07566034,65,10,10,3.966644082,1.940563143,1.772956085,2.295497214,4.590994427
4211,0.054984322,65,10,10,8.422479367,3.947489945,8.53024004,6.217312858,12.43462572
4212,0.041598513,65,10,10,8.901350989,1.001545332,4.246947662,3.555127163,7.110254325
4213,0.070359399,65,10,10,0.769447346,2.288467135,0.65432711,1.49442117,2.988842339
4214,0.03288753,65,10,10,9.200588044,5.872890367,7.578528997,7.050121491,14.10024298
4215,0.072902683,65,10,10,0.377416853,3.829489402,4.899704093,3.460139299,6.920278599
4216,0.052074081,65,10,10,5.158253822,1.879467981,0.518948874,2.127069417,4.254138834
4217,0.021400438,65,10,10,9.944454374,8.711298995,5.335960526,7.94532853,15.89065706
4218,0.014464871,65,10,10,2.065700197,0.712830037,4.247841463,2.043907497,4.087814993
4219,0.016003864,65,10,10,5.350533379,8.140647073,8.896650463,7.809425351,15.6188507
4220,0.0132966,65,10,10,5.106543392,0.600011701,6.426694106,3.249322761,6.498645521
4221,0.018064566,65,10,10,2.893394576,0.421021228,0.358637567,0.8967808,1.793561599
4222,0.062602365,65,10,10,5.432396289,7.254897429,5.759289566,6.441714842,12.88342968
4223,0.094375863,65,10,10,5.329689697,3.454703637,1.262399182,3.172009513,6.344019025
4224,0.046939828,65,10,10,0.272248685,3.748212012,3.888915172,3.095230295,6.19046059
4225,0.01452735,65,10,10,1.537829636,0.512382822,4.631255158,1.953133886,3.906267771
4226,0.060319331,65,10,10,6.935031662,3.132435838,3.29811786,3.94265961,7.885319219
4227,0.029151283,65,10,10,4.427178369,9.711596035,1.895500856,6.309883948,12.6197679
4228,0.086712166,65,10,10,6.83277179,7.854220954,2.758344719,6.121168251,12.2423365
4229,0.076451804,65,10,10,5.384399176,6.076891358,5.641846367,5.807879424,11.61575885
4230,0.064329283,65,10,10,7.899737178,6.668983482,7.972635221,7.306229743,14.61245949
4231,0.030542256,65,10,10,4.750993322,0.660796529,6.385824183,3.196344184,6.392688367
4232,0.026039374,65,10,10,3.434053455,0.402101884,5.540555876,2.550028396,5.100056792
4233,0.09030874,65,10,10,0.450741863,0.65982373,8.628665828,3.008659986,6.017319971
4234,0.099633031,65,10,10,2.07965712,4.038683707,2.158215592,3.082737955,6.16547591
4235,0.070735128,65,10,10,3.434779229,5.524661406,0.233656342,3.519383451,7.038766902
4236,0.003965484,65,10,10,8.300345785,5.937962488,7.688955426,6.935737029,13.87147406
4237,0.043733246,65,10,10,6.550439395,3.932420135,4.234717814,4.546713291,9.093426581
4238,0.087112307,65,10,10,6.973030734,3.368096761,2.494726568,3.827072498,7.654144995
4239,0.024104637,65,10,10,9.498747278,6.386860445,6.19879633,6.952818577,13.90563715
4240,0.047843147,65,10,10,4.215521429,8.676986743,9.30365233,7.972693356,15.94538671
4241,0.00394508,65,10,10,9.274536325,0.108815355,7.841764263,4.261844221,8.523688443
4242,0.028149602,65,10,10,3.696527442,6.158569568,6.147242139,5.662762914,11.32552583
4243,0.006306835,65,10,10,0.134830323,1.978882276,8.867886017,3.676773008,7.353546015
4244,0.088555503,65,10,10,4.902426556,8.667777075,4.244358267,6.587681329,13.17536266
4245,0.094374175,65,10,10,8.822731221,5.668572608,5.12840621,6.137354411,12.27470882
4246,0.06400389,65,10,10,6.647700256,1.643499545,1.818789039,2.696926536,5.393853071
4247,0.045069593,65,10,10,3.824263413,6.29969379,8.295427959,6.403327965,12.80665593
4248,0.067899093,65,10,10,3.370105035,8.663692913,2.849780148,5.860801508,11.72160302
4249,0.08357747,65,10,10,2.197400256,0.979528598,7.390237447,3.146315584,6.292631169
4250,0.063636117,65,10,10,2.727822768,9.988301207,0.329748562,5.638639726,11.27727945
4251,0.045357227,65,10,10,6.015043818,0.564212692,7.479938827,3.729096758,7.458193515
4252,0.030324412,65,10,10,2.114565131,6.978662843,5.786815018,5.648288953,11.29657791
4253,0.090218486,65,10,10,4.150582973,0.267382962,3.454286176,2.000093929,4.000187857
4254,0.049386221,65,10,10,0.385572958,3.786640134,2.082505848,2.595186413,5.190372826
4255,0.042862833,65,10,10,3.2176449,7.513843285,5.387318565,6.016646192,12.03329238
4256,0.078716265,65,10,10,2.127707863,9.218532847,6.651175547,7.03016066,14.06032132
4257,0.024324973,65,10,10,7.409409801,8.025241693,3.799230012,6.63427181,13.26854362
4258,0.036045013,65,10,10,4.620292386,4.814430005,2.570952127,4.102559117,8.205118235
4259,0.072002783,65,10,10,0.567860866,2.74384022,0.000809122,1.48573502,2.97147004
4260,0.064378579,65,10,10,7.063310841,6.483505062,0.671546142,4.855878542,9.711757084
4261,0.00057676,65,10,10,0.758215127,9.398795078,8.396029419,7.36984939,14.73969878
4262,0.074958211,65,10,10,3.749130953,7.498591261,1.107184477,4.831277164,9.662554328
4263,0.003863816,65,10,10,5.849025811,5.010176158,5.359352095,5.28269887,10.56539774
4264,0.090875505,65,10,10,7.081199849,2.650776942,3.364763441,3.751057473,7.502114946
4265,0.015078718,65,10,10,9.72319748,2.880263772,0.559372049,3.552582997,7.105165993
4266,0.015312883,65,10,10,1.987721885,0.423595898,9.800281035,3.549426637,7.098853273
4267,0.093038974,65,10,10,5.34441702,0.22632189,9.92403644,4.159255281,8.318510562
4268,0.06298935,65,10,10,8.243409693,4.613244148,1.604856159,4.43676086,8.873521721
4269,0.0656049,65,10,10,6.32482933,5.867974354,7.428391796,6.427470582,12.85494116
4270,0.054778987,65,10,10,2.83004966,8.945784197,7.975587799,7.43157837,14.86315674
4271,0.007303029,65,10,10,8.69766862,5.729845129,2.879570291,5.468327376,10.93665475
4272,0.038475551,65,10,10,5.944825058,2.245970143,1.891325516,2.879347738,5.758695476
4273,0.095572753,65,10,10,7.234101444,1.919607467,6.116071027,4.24144533,8.482890661
4274,0.055659742,65,10,10,1.970193887,2.99097545,7.909265755,4.262306229,8.524612458
4275,0.092023171,65,10,10,4.362065261,5.515826186,0.934586574,3.910702117,7.821404235
4276,0.007428811,65,10,10,5.654489275,9.249109638,4.364746743,7.064876697,14.12975339
4277,0.037695888,65,10,10,4.06378696,5.712619797,7.726583921,5.987042467,11.97408493
4278,0.051306664,65,10,10,0.309506435,6.976129602,7.988216554,5.946431054,11.89286211
4279,0.057892168,65,10,10,8.986329146,3.441323383,2.099055123,4.147644057,8.295288115
4280,0.020694315,65,10,10,7.837786856,1.608717614,3.452780209,3.407750241,6.815500482
4281,0.055259595,65,10,10,1.366263061,9.91528581,1.415679633,5.655599407,11.31119881
4282,0.0213801,65,10,10,9.720952764,0.897323065,3.058451643,3.310387578,6.620775157
4283,0.08496182,65,10,10,2.928601174,7.999482505,5.607513495,6.267715536,12.53543107
4284,0.056152877,65,10,10,9.60588785,1.52037302,9.451021487,5.516670526,11.03334105
4285,0.088878943,65,10,10,6.98151976,2.03887566,6.843537191,4.46880294,8.937605879
4286,0.056029917,65,10,10,1.272446349,6.100912692,8.769821036,5.935891927,11.87178385
4287,0.030274121,65,10,10,0.252210184,7.404673127,5.367029696,5.362887509,10.72577502
4288,0.08523376,65,10,10,2.500353044,0.506756431,3.32759693,1.751727903,3.503455807
4289,0.079794635,65,10,10,0.897901037,3.254674985,1.613309443,2.290910533,4.581821066
4290,0.031655197,65,10,10,0.976166771,0.016758267,6.88449837,2.268961999,4.537923997
4291,0.009474387,65,10,10,2.684089599,2.449902879,9.444946786,4.595253395,9.190506791
4292,0.030759967,65,10,10,7.335956044,6.583933028,1.570549475,5.230322565,10.46064513
4293,0.08872275,65,10,10,8.783714234,9.602882087,1.995477291,7.156827078,14.31365416
4294,0.097379944,65,10,10,4.136707361,4.941486409,9.398804173,6.117725929,12.23545186
4295,0.084687749,65,10,10,3.227450805,3.390844374,7.893792906,4.70905022,9.41810044
4296,0.094301574,65,10,10,8.836821114,7.760582023,0.333910719,5.74782845,11.4956569
4297,0.008293122,65,10,10,9.852338908,2.074457746,1.549664884,3.47259612,6.94519224
4298,0.09767813,65,10,10,7.078052909,4.037796249,2.512423951,4.188235892,8.376471784
4299,0.005754837,65,10,10,9.138160072,0.17663995,9.778915724,4.849626707,9.699253413
4300,0.019227295,65,10,10,2.612487095,9.474170082,7.334177979,7.459835854,14.91967171
4301,0.083434014,65,10,10,9.806547566,4.872090135,4.966727508,5.887372833,11.77474567
4302,0.003212716,65,10,10,3.486238761,2.695251578,9.035599797,4.75555348,9.51110696
4303,0.043967958,65,10,10,8.790477208,1.082964778,8.275535927,4.782238609,9.564477218
4304,0.075394406,65,10,10,1.467417352,1.185037907,7.79627636,3.224885332,6.449770664
4305,0.024765988,65,10,10,5.576375727,9.570261208,3.5930275,6.978313999,13.956628
4306,0.083662983,65,10,10,6.61797351,9.92330562,7.34054011,8.487409545,16.97481909
4307,0.08797574,65,10,10,8.016199723,7.490086477,7.786093219,7.684111149,15.3682223
4308,0.089474048,65,10,10,0.81773527,4.672180091,3.951674221,3.685139366,7.370278732
4309,0.062963531,65,10,10,5.505042514,3.116722864,4.82561453,4.107054294,8.214108588
4310,0.087170522,65,10,10,3.610884853,3.25329891,3.4240576,3.376043706,6.752087412
4311,0.081171022,65,10,10,1.482409282,6.234014858,8.937794568,6.094827656,12.18965531
4312,0.001062946,65,10,10,9.054288993,6.525650332,2.443506904,5.806735036,11.61347007
4313,0.003395655,65,10,10,2.805577909,5.505636991,9.114582323,6.048308774,12.09661755
4314,0.025014082,65,10,10,6.644370839,7.018463338,8.125985024,7.275901344,14.55180269
4315,0.027305179,65,10,10,5.139219271,6.670048798,0.890156772,4.629915284,9.259830569
4316,0.039600574,65,10,10,0.266749032,9.343412447,2.572648596,5.496850609,10.99370122
4317,0.022868181,65,10,10,1.488884485,4.953867354,9.339741184,5.576632929,11.15326586
4318,0.074627464,65,10,10,7.514084259,4.414715363,7.016191583,5.815032008,11.63006402
4319,0.039704489,65,10,10,1.767916412,0.298136268,3.048585659,1.417227114,2.834454228
4320,0.085099511,65,10,10,5.261285314,0.601319701,3.081452463,2.277352652,4.554705305
4321,0.085072275,65,10,10,7.193747406,4.667587867,5.414511799,5.396896954,10.79379391
4322,0.08384358,65,10,10,1.817863635,7.552023049,1.458581505,4.577158703,9.154317406
4323,0.048275718,65,10,10,9.573358153,4.447465552,8.466935536,6.678485067,13.35697013
4324,0.027045812,65,10,10,5.669243752,2.004390761,1.797942903,2.675427002,5.350854003
4325,0.014823959,65,10,10,5.481137168,4.063276543,5.430341144,4.756968048,9.513936097
4326,0.018185085,65,10,10,1.092870071,7.402634666,2.453947318,4.656075543,9.312151085
4327,0.040663067,65,10,10,4.016421659,8.774027112,1.543160368,5.653245998,11.306492
4328,0.084695501,65,10,10,4.547694769,4.507643867,1.810086355,3.706386794,7.412773587
4329,0.011889204,65,10,10,1.52396839,5.66953145,3.808383632,4.282074493,8.564148985
4330,0.071815564,65,10,10,8.899734644,9.335414867,5.596939176,8.126736115,16.25347223
4331,0.030576295,65,10,10,2.665348464,7.076273223,0.168168634,4.121656894,8.243313789
4332,0.01781953,65,10,10,9.991977563,2.564835933,3.562689918,4.349620454,8.699240909
4333,0.008965682,65,10,10,1.333926226,0.293772506,9.622820134,3.300517538,6.601035076
4334,0.006443679,65,10,10,2.270009556,7.660481794,6.689009657,6.290945705,12.58189141
4335,0.040641844,65,10,10,9.620648959,5.678539085,9.559125857,7.631137091,15.26227418
4336,0.066875659,65,10,10,5.884152219,8.030684724,0.226560771,5.260141037,10.52028207
4337,0.091869961,65,10,10,6.618858691,4.240643622,5.929190728,5.222850768,10.44570154
4338,0.002959539,65,10,10,8.067000309,4.610404601,9.541287529,6.780988621,13.56197724
4339,0.03191969,65,10,10,0.434532836,7.391410836,0.683746696,3.987735994,7.975471988
4340,0.041708464,65,10,10,7.64787974,0.252947317,8.737279262,4.277233385,8.55446677
4341,0.017658124,65,10,10,3.090319701,5.623689447,8.249047513,5.904622918,11.80924584
4342,0.076921141,65,10,10,6.074627127,4.948142014,3.038597106,4.600575564,9.201151128
4343,0.052638352,65,10,10,4.090349459,4.969144038,3.592484544,4.380387274,8.760774548
4344,0.001743832,65,10,10,8.123579156,9.834319357,0.840450337,6.794010611,13.58802122
4345,0.004936122,65,10,10,1.245532779,2.684157014,3.863506411,2.750236986,5.500473972
4346,0.063454232,65,10,10,0.56063454,5.362551897,9.42397167,5.620594357,11.24118871
4347,0.027969543,65,10,10,3.405694923,6.123614841,1.63491723,4.233421574,8.466843148
4348,0.01585901,65,10,10,5.43779257,7.480952302,7.467215431,7.068199294,14.13639859
4349,0.045155461,65,10,10,8.849209205,6.69439747,1.89123562,5.684411262,11.36882252
4350,0.006205237,65,10,10,0.094918254,6.763901226,1.488826727,3.847582282,7.695164564
4351,0.070988772,65,10,10,9.146866275,4.650583019,0.70886295,4.367323649,8.734647299
4352,0.007724848,65,10,10,5.262540515,5.598772711,4.06393845,5.071075993,10.14215199
4353,0.028097818,65,10,10,8.514650176,4.100308495,6.369704795,5.663995721,11.32799144
4354,0.030499667,65,10,10,2.507226206,6.758796876,9.379699914,6.694753654,13.38950731
4355,0.033181543,65,10,10,8.204733634,1.364328098,2.875149629,3.185655664,6.371311329
4356,0.093207826,65,10,10,3.941953614,3.180420468,1.397013021,2.797704863,5.595409726
4357,0.094904826,65,10,10,9.845836491,8.434393914,7.321422817,8.3827911,16.7655822
4358,0.087093769,65,10,10,6.992020079,8.822348541,1.768290165,6.340065336,12.68013067
4359,0.021167077,65,10,10,2.446830407,2.269804531,0.9675407,1.914530557,3.829061113
4360,0.081880263,65,10,10,6.857901051,4.582100696,8.250629025,6.137819265,12.27563853
4361,0.087829953,65,10,10,5.763167641,3.590059814,0.11940218,2.983484089,5.966968178
4362,0.072647493,65,10,10,4.146577719,6.801989744,7.96933695,6.621111501,13.242223
4363,0.053251164,65,10,10,0.15040992,1.37604491,2.485641093,1.463796767,2.927593534
4364,0.089255338,65,10,10,6.170677005,2.154717913,0.759506236,2.539346228,5.078692457
4365,0.080698992,65,10,10,6.013083582,8.008650519,3.908616118,6.379526811,12.75905362
4366,0.075663372,65,10,10,2.950042432,1.207553958,8.461071612,3.732106949,7.464213898
4367,0.01114159,65,10,10,7.607103128,3.854466809,4.891532545,4.916113794,9.832227588
4368,0.032213276,65,10,10,3.701900086,6.207051582,7.067413321,5.964129805,11.92825961
4369,0.076622913,65,10,10,9.451828811,2.092040416,7.247150001,5.11053097,10.22106194
4370,0.057183389,65,10,10,4.660585467,2.408359096,9.913822405,5.110443363,10.22088673
4371,0.044199801,65,10,10,1.045829526,9.692408632,6.450177293,6.990423409,13.98084682
4372,0.08238514,65,10,10,7.246349567,0.656965716,7.08441594,3.903077553,7.806155107
4373,0.052686149,65,10,10,6.234670181,8.087666509,7.166610301,7.440750381,14.88150076
4374,0.043007648,65,10,10,7.818517709,5.579353285,5.978130297,6.146819274,12.29363855
4375,0.022490618,65,10,10,1.667422295,2.266825227,3.873457584,2.628934348,5.257868695
4376,0.018068955,65,10,10,2.747470997,6.980915115,7.619874798,6.325914196,12.65182839
4377,0.022917831,65,10,10,0.97798806,7.306816074,3.316604314,4.843986943,9.687973887
4378,0.046075971,65,10,10,9.709871098,5.781682227,1.970820289,5.42406142,10.84812284
4379,0.057889547,65,10,10,8.344811075,7.545332404,5.093530659,6.969687614,13.93937523
4380,0.035937504,65,10,10,0.831114004,7.773114695,9.330518245,6.851935622,13.70387124
4381,0.078627492,65,10,10,0.770588967,1.890512239,6.513824034,3.053521123,6.107042246
4382,0.099616714,65,10,10,9.277986881,5.549692397,6.246457335,6.504380775,13.00876155
4383,0.067022775,65,10,10,8.33904906,9.69964703,4.207170936,7.779784608,15.55956922
4384,0.075854969,65,10,10,5.009389979,2.970968919,4.334557663,3.787729754,7.575459508
4385,0.089873706,65,10,10,5.892282942,1.84406586,5.602630427,3.781278647,7.562557293
4386,0.093306236,65,10,10,9.162224468,1.880508865,1.517850364,3.228054435,6.45610887
4387,0.036831758,65,10,10,1.903141054,8.424321269,3.822697196,5.739598004,11.47919601
4388,0.003865075,65,10,10,6.736470983,8.330376341,0.615223876,5.69704953,11.39409906
4389,0.011979975,65,10,10,2.235580676,7.198792212,6.273391259,5.928529619,11.85705924
4390,0.084192858,65,10,10,7.618239312,9.14150315,0.030833351,6.103649443,12.20729889
4391,0.064915338,65,10,10,6.366045269,9.388093669,7.177846694,8.120609897,16.24121979
4392,0.027753909,65,10,10,3.626382379,5.7445229,0.800151837,3.837583477,7.675166954
4393,0.038891559,65,10,10,9.221495008,9.565552499,2.074479983,7.249419246,14.49883849
4394,0.090778406,65,10,10,1.714112242,4.896469663,1.843121502,3.343993731,6.687987461
4395,0.09204973,65,10,10,8.894912047,5.602084144,9.838120421,7.531460607,15.06292121
4396,0.057926563,65,10,10,5.176294427,0.438838831,5.651003374,2.949979313,5.899958626
4397,0.053162151,65,10,10,4.934622022,9.207181489,4.039386991,6.802331246,13.60466249
4398,0.097593756,65,10,10,0.591981394,8.314444362,2.152917234,4.92149363,9.84298726
4399,0.013564264,65,10,10,2.81966264,6.1172469,8.47057738,6.163729192,12.32745838
4400,0.036405711,65,10,10,1.718743406,9.733498633,1.751333552,5.735898063,11.47179613
4401,0.022478494,65,10,10,4.538242398,6.88816533,2.911526807,5.225189187,10.45037837
4402,0.007000833,65,10,10,8.837451824,1.964922252,5.027296142,4.258140334,8.516280667
4403,0.015896351,65,10,10,6.934981586,8.653628275,3.128759296,6.652438244,13.30487649
4404,0.072811682,65,10,10,4.966306752,6.512017062,6.541410882,6.211693146,12.42338629
4405,0.013959201,65,10,10,2.44639123,6.874435704,9.278865261,6.710155676,13.42031135
4406,0.041520791,65,10,10,1.407390975,0.911822514,3.20979559,1.700328129,3.400656258
4407,0.092588862,65,10,10,5.155476307,9.946514271,7.563417287,8.273377583,16.54675517
4408,0.068013503,65,10,10,4.440227414,6.225507481,1.689372495,4.507610972,9.015221944
4409,0.010969043,65,10,10,7.645082281,3.023411745,5.635638617,4.731413914,9.462827828
4410,0.067274974,65,10,10,9.915490733,1.899208483,9.603208161,5.813664837,11.62732967
4411,0.078763139,65,10,10,9.932523832,4.105659315,0.694731002,4.247753724,8.495507448
4412,0.035216988,65,10,10,6.668533499,4.076553672,9.173787332,6.124119735,12.24823947
4413,0.028385066,65,10,10,8.081622047,5.584963844,0.821170161,4.65515738,9.31031476
4414,0.050032483,65,10,10,6.146377211,4.969156701,6.361039129,5.622165531,11.24433106
4415,0.004808674,65,10,10,3.716773234,7.94769049,3.66852436,5.8177572,11.6355144
4416,0.053896292,65,10,10,1.774803625,9.227066546,7.874155199,7.330740558,14.66148112
4417,0.027321012,65,10,10,9.248613364,8.428293169,0.159126953,6.111607343,12.22321469
4418,0.077840361,65,10,10,4.594461078,8.550600555,2.877572462,6.057464232,12.11492846
4419,0.010136467,65,10,10,3.808679011,6.894107644,8.572426144,6.780517468,13.56103494
4420,0.018286029,65,10,10,5.272738072,0.801583141,3.454686978,2.491745278,4.983490557
4421,0.07120849,65,10,10,3.399852296,6.803944355,6.79425395,6.120218822,12.24043764
4422,0.089081685,65,10,10,7.812701767,8.203120559,0.096753607,5.693126715,11.38625343
4423,0.030073031,65,10,10,3.366136686,5.656990875,4.251261318,4.77710117,9.554202341
4424,0.083963212,65,10,10,9.605877722,2.742963989,8.935845842,5.973411291,11.94682258
4425,0.080366068,65,10,10,9.963995975,2.631448956,8.670929799,5.909802612,11.81960522
4426,0.056217305,65,10,10,6.612792325,2.192147552,6.976600801,4.511612481,9.023224963
4427,0.014486577,65,10,10,0.442640901,6.571070042,0.784419345,3.609389005,7.21877801
4428,0.042696321,65,10,10,9.874378293,8.051797557,3.594082808,7.07899928,14.15799856
